GENE	HSQ	MODEL	MODELCV.R2	POP	VG
FN3KRP	0.419469	enet	0.27	aa	0.166823
TBCD	0.172336	enet	0.085	aa	0.077735
B3GNTL1	0.278257	enet	0.11	aa	0.163962
USP14	0.1325	lasso	0.058	aa	0.013144
C18orf56	0.075666	top1	0.0049	aa	0.031975
TYMS	0.245527	enet	0.1	aa	0.040094
ENOSF1	0.056212	lasso	0.0057	aa	0.029247
METTL4	0.445731	susie	0.33	aa	0.101668
SMCHD1	0.226242	enet	0.12	aa	0.024025
MYOM1	0.31247	enet	0.24	aa	0.159771
MYL12A	0.185739	susie	0.11	aa	0.051586
ANKRD12	0.064808	susie	0.033	aa	0.006134
TWSG1	0.17709	top1	0.093	aa	0.07414
PPP4R1	0.267273	susie	0.16	aa	0.120644
RAB31	0.646877	susie	0.52	aa	0.381728
VAPA	0.153905	top1	0.031	aa	0.025885
NAPG	0.233894	lasso	0.12	aa	0.097385
GNAL	0.223237	enet	0.15	aa	0.084663
MPPE1	0.110896	enet	0.072	aa	0.047353
TUBB6	0.387927	enet	0.28	aa	0.21576
SLMO1	0.174896	enet	0.14	aa	0.08631
SPIRE1	0.157876	blup	0.044	aa	0.114999
CEP76	0.126647	lasso	0.061	aa	0.027035
SEH1L	0.109927	top1	0.088	aa	0.014078
CEP192	0.396385	blup	0.23	aa	0.054937
RNMT	0.176143	top1	0.084	aa	0.025021
ZNF519	0.101129	blup	0.036	aa	0.025123
SNRPD1	0.035042	blup	0.0076	aa	0.002808
ABHD3	0.295931	enet	0.24	aa	0.136463
MIB1	0.098908	blup	0.019	aa	0.026347
RBBP8	0.084285	top1	0.063	aa	0.007278
NPC1	0.020508	lasso	0.013	aa	0.003803
LAMA3	0.031544	blup	0.0019	aa	0.009024
TTC39C	0.107152	enet	0.026	aa	0.04388
CABYR	0.065673	top1	0.025	aa	0.0403
IMPACT	0.145354	susie	0.045	aa	0.069937
SS18	0.153967	lasso	0.1	aa	0.034979
KCTD1	0.161885	top1	0.1	aa	0.078897
DSC3	0.094447	top1	0.068	aa	0.046701
DSC2	0.201323	top1	0.13	aa	0.083448
DSG2	0.013162	enet	0.045	aa	0.006919
MAPRE2	0.234237	top1	0.18	aa	0.070281
ZSCAN30	0.14916	blup	0.043	aa	0.046546
ZNF271	0.054268	top1	0.011	aa	0.035434
ZNF24	0.079806	enet	0.045	aa	0.015184
SLC39A6	0.053125	enet	0.011	aa	0.013622
ELP2	0.37188	top1	0.32	aa	0.063114
MOCOS	0.082048	susie	0.016	aa	0.056112
PIK3C3	0.35841	top1	0.31	aa	0.091523
SLC14A1	0.235457	susie	0.13	aa	0.111353
ATP5A1	4.85e-4	top1	-7.8e-4	aa	1.86e-4
C18orf25	0.090455	top1	0.037	aa	0.039219
ST8SIA5	0.087063	top1	0.058	aa	0.035332
KATNAL2	0.271026	susie	0.2	aa	0.192796
HDHD2	0.223409	lasso	0.16	aa	0.082405
DYM	0.03849	top1	0.013	aa	0.009643
ACAA2	0.066809	top1	0.057	aa	0.030088
MBD1	0.030652	susie	-5.6e-4	aa	0.007752
SKA1	0.153381	enet	0.082	aa	0.015099
MEX3C	0.071475	top1	0.012	aa	0.03711
MBD2	0.04998	lasso	0.038	aa	0.01148
POLI	0.275045	susie	0.16	aa	0.075433
WDR7	0.198347	top1	0.16	aa	0.045166
FECH	0.021043	enet	0.033	aa	0.007084
ALPK2	0.083404	top1	4.2e-4	aa	0.028533
MALT1	0.133208	top1	0.062	aa	0.03421
SEC11C	0.233247	top1	0.14	aa	0.051173
PIGN	0.342689	blup	0.25	aa	0.046857
KIAA1468	0.219798	enet	0.13	aa	0.026899
KDSR	0.059498	susie	0.0075	aa	0.012816
SERPINB2	0.008774	blup	0.0049	aa	0.005212
SERPINB10	0.386548	susie	0.46	aa	0.189953
SERPINB8	0.512616	enet	0.37	aa	0.329877
CCDC102B	0.375405	susie	0.27	aa	0.18298
CD226	0.032824	blup	8.6e-5	aa	0.012772
SOCS6	0.042477	blup	0.0066	aa	0.022037
CYB5A	0.242407	enet	0.13	aa	0.067207
CNDP2	0.299707	enet	0.21	aa	0.102383
ZADH2	0.09905	enet	0.015	aa	0.039162
TSHZ1	0.236738	top1	0.11	aa	0.111489
ZNF236	0.155999	top1	0.1	aa	0.028465
ATP9B	0.289588	enet	0.34	aa	0.084208
TXNL4A	0.047155	top1	0.025	aa	0.007803
PARD6G	0.030977	enet	0.022	aa	0.011875
CDC34	0.124414	susie	0.014	aa	0.033652
BSG	0.550336	susie	0.5	aa	0.138424
CFD	0.015652	lasso	0.014	aa	0.003622
MED16	0.471289	susie	0.32	aa	0.099141
WDR18	0.464193	lasso	0.48	aa	0.12971
CNN2	0.151428	top1	0.077	aa	0.026301
HMHA1	0.132856	blup	0.02	aa	0.02539
POLR2E	0.314159	enet	0.19	aa	0.089248
GPX4	0.156746	enet	0.087	aa	0.030272
MUM1	0.179161	lasso	0.074	aa	0.064543
GAMT	0.133878	top1	0.11	aa	0.055604
ATP8B3	0.056458	susie	0.05	aa	0.006547
BTBD2	0.536296	enet	0.41	aa	0.185261
AP3D1	0.173938	susie	0.14	aa	0.027603
DOT1L	0.233557	susie	0.26	aa	0.044468
PLEKHJ1	0.068845	blup	0.0096	aa	0.02444
SF3A2	0.124392	enet	0.063	aa	0.013478
SPPL2B	0.032733	lasso	0.0053	aa	0.006938
TIMM13	0.066372	top1	0.016	aa	0.00968
GADD45B	0.092816	blup	0.029	aa	0.022865
DIRAS1	0.03922	enet	0.0082	aa	0.028238
SGTA	0.247874	enet	0.18	aa	0.042066
THOP1	0.30687	susie	0.19	aa	0.095853
ZNF554	0.211189	top1	0.13	aa	0.089917
ZNF555	0.044932	top1	0.046	aa	0.02589
TLE6	0.121909	top1	0.063	aa	0.042359
GNA11	0.139134	susie	0.056	aa	0.051233
NCLN	0.161742	top1	0.074	aa	0.018975
PIP5K1C	0.296457	susie	0.19	aa	0.122193
MRPL54	0.088409	top1	0.078	aa	0.034334
SIRT6	0.004967	lasso	0.009	aa	9.97e-4
UBXN6	0.274204	enet	0.15	aa	0.078838
SAFB	0.131109	blup	0.048	aa	0.009729
LONP1	0.045086	top1	0.012	aa	0.005299
DUS3L	0.44995	enet	0.39	aa	0.174035
RANBP3	0.341082	susie	0.29	aa	0.055882
RFX2	0.136876	susie	0.067	aa	0.038916
GTF2F1	0.160187	lasso	0.086	aa	0.024949
SLC25A41	0.086986	top1	0.056	aa	0.024568
CD70	0.02815	lasso	9.8e-4	aa	0.002793
TNFSF14	0.119626	blup	0.016	aa	0.035674
C3	0.201066	top1	0.14	aa	0.068328
GPR108	0.709464	susie	0.52	aa	0.414328
EMR1	0.254131	susie	0.14	aa	0.158492
INSR	0.164011	top1	0.074	aa	0.058282
XAB2	0.459275	enet	0.36	aa	0.110639
STXBP2	0.211569	susie	0.12	aa	0.053182
FCER2	0.087097	susie	0.06	aa	0.023924
TIMM44	0.100103	lasso	0.036	aa	0.014956
ZNF558	0.094665	susie	0.015	aa	0.052491
ZNF266	0.710672	susie	0.79	aa	0.237521
ZNF561	0.396762	susie	0.29	aa	0.141121
ANGPTL6	0.1094	blup	0.0061	aa	0.031445
DNMT1	0.090988	top1	0.033	aa	0.004707
TYK2	0.105678	blup	0.03	aa	0.017116
PDE4A	0.220785	top1	0.13	aa	0.072691
KRI1	0.353038	enet	0.19	aa	0.086936
CARM1	0.092803	lasso	0.035	aa	0.015155
SMARCA4	0.248372	lasso	0.23	aa	0.032439
LDLR	0.001811	lasso	0.0058	aa	0.001048
KANK2	0.172288	top1	0.06	aa	0.064276
ELOF1	0.258559	susie	0.15	aa	0.045781
ACP5	0.058006	top1	0.037	aa	0.028097
ZNF441	0.236405	enet	0.19	aa	0.0846
ZNF44	0.077797	top1	0.018	aa	0.018001
ZNF563	0.016553	lasso	0.0093	aa	0.004735
ZNF490	0.093125	top1	0.021	aa	0.025529
MAN2B1	0.09256	top1	0.019	aa	0.020611
DHPS	0.404919	enet	0.38	aa	0.12745
TNPO2	0.307231	enet	0.3	aa	0.042935
RNASEH2A	0.060484	susie	0.017	aa	0.010396
GCDH	0.226968	susie	0.083	aa	0.043416
FARSA	0.124443	enet	0.042	aa	0.020853
CALR	0.117	blup	0.036	aa	0.018592
NFIX	0.14777	susie	0.15	aa	0.086619
NACC1	0.057007	lasso	0.0087	aa	0.007078
MRI1	0.294305	susie	0.24	aa	0.13811
C19orf53	0.167582	susie	0.13	aa	0.053861
CLEC17A	0.395797	enet	0.28	aa	0.165536
ZNF333	0.240316	top1	0.19	aa	0.108
EMR2	0.167759	enet	0.06	aa	0.104122
CYP4F11	0.023654	lasso	0.0077	aa	0.007903
AP1M1	0.273335	enet	0.15	aa	0.073873
TMEM38A	0.133704	susie	0.087	aa	0.05182
HAUS8	0.116228	top1	0.083	aa	0.022767
MYO9B	0.056685	lasso	0.048	aa	0.009071
USE1	0.087371	blup	0.0077	aa	0.035892
NR2F6	0.364968	enet	0.2	aa	0.223614
ANKLE1	0.356408	enet	0.32	aa	0.123777
ABHD8	0.144284	enet	0.093	aa	0.025214
MRPL34	0.081482	enet	0.064	aa	0.018877
DDA1	0.103484	top1	0.054	aa	0.024409
GTPBP3	0.00356	susie	-0.0012	aa	3.77e-4
BST2	0.133959	susie	0.14	aa	0.028993
PGLS	0.06526	top1	0.046	aa	0.01467
MAP1S	0.169013	susie	0.091	aa	0.028243
FCHO1	0.195748	lasso	0.11	aa	0.044376
JAK3	0.156801	susie	0.13	aa	0.041733
CCDC124	0.136149	top1	0.084	aa	0.032989
IL12RB1	0.020765	top1	0.0019	aa	0.005016
PIK3R2	5.04e-4	lasso	0.022	aa	-0.002347
MPV17L2	0.093159	blup	0.023	aa	0.018374
KIAA1683	0.074745	enet	0.031	aa	0.014841
JUND	0.104192	top1	0.015	aa	0.029302
LRRC25	0.060996	lasso	0.0041	aa	0.021021
SSBP4	0.14083	enet	0.1	aa	0.030609
UBA52	0.583519	susie	0.47	aa	0.321791
COPE	0.310357	enet	0.19	aa	0.061826
DDX49	0.227488	enet	0.1	aa	0.040112
SUGP2	0.118677	top1	0.06	aa	0.023323
ARMC6	0.122027	blup	0.023	aa	0.017
SLC25A42	0.151331	enet	0.064	aa	0.053474
TMEM161A	0.088718	top1	0.019	aa	0.015203
RFXANK	0.251218	lasso	0.18	aa	0.06428
TSSK6	0.019756	lasso	0.0037	aa	0.007982
ATP13A1	0.022567	top1	0.038	aa	0.002452
ZNF682	0.251743	susie	0.33	aa	0.13464
ZNF253	0.212923	enet	0.15	aa	0.094797
ZNF85	0.069179	blup	0.018	aa	0.021426
ZNF430	0.020643	enet	0.0092	aa	0.00522
ZNF738	0.089796	enet	0.029	aa	0.039794
ZNF493	0.228928	enet	0.18	aa	0.120057
ZNF429	0.37137	enet	0.25	aa	0.161313
ZNF100	0.620185	susie	0.5	aa	0.328744
ZNF43	0.122108	enet	0.076	aa	0.045795
ZNF492	0.203581	top1	0.27	aa	0.155033
ZNF91	0.20183	susie	0.15	aa	0.063405
ZNF675	0.099181	blup	0.067	aa	0.038172
ZNF681	0.115212	blup	0.021	aa	0.061175
UQCRFS1	0.341929	susie	0.21	aa	0.211047
PLEKHF1	0.066971	blup	0.0076	aa	0.019606
C19orf12	0.351972	susie	0.14	aa	0.122463
CCNE1	0.067409	top1	0.013	aa	0.019988
DPY19L3	0.152493	enet	0.072	aa	0.032281
ANKRD27	0.320109	enet	0.21	aa	0.09215
C19orf40	0.201154	enet	0.13	aa	0.080908
RHPN2	0.152856	blup	0.029	aa	0.090469
GPATCH1	0.339797	enet	0.25	aa	0.116219
PEPD	0.138958	lasso	0.11	aa	0.057847
KIAA0355	0.17121	blup	0.082	aa	0.049022
ZNF302	0.135809	top1	0.12	aa	0.032623
GRAMD1A	0.050021	top1	0.0069	aa	0.011165
FXYD5	0.126364	top1	0.083	aa	0.03416
LSR	0.123123	top1	0.049	aa	0.041109
USF2	0.108211	top1	0.039	aa	0.025622
TMEM147	0.098694	top1	0.076	aa	0.023644
COX6B1	0.073929	top1	0.017	aa	0.008954
C19orf55	0.078707	enet	0.063	aa	0.01848
ARHGAP33	0.077351	blup	0.0029	aa	0.007916
LRFN3	0.067904	blup	0.021	aa	0.041798
CLIP3	0.13859	susie	0.059	aa	0.044086
WDR62	0.03937	blup	0.0048	aa	0.003199
POLR2I	0.110772	enet	0.063	aa	0.030351
TBCB	0.061391	blup	0.011	aa	0.017971
CAPNS1	0.092461	blup	0.025	aa	0.015301
ZFP82	0.12964	enet	0.06	aa	0.040492
ZNF566	0.171124	susie	0.14	aa	0.072577
ZNF260	0.062832	enet	0.03	aa	0.018625
ZNF567	0.09214	susie	0.08	aa	0.012013
ZNF420	0.091882	top1	0.046	aa	0.025585
ZNF569	0.013621	top1	0.013	aa	0.004238
HKR1	0.101462	blup	0.054	aa	0.076011
ZNF793	0.18858	top1	0.31	aa	0.104806
ZFP30	0.234395	susie	0.23	aa	0.100542
ZNF607	0.006808	lasso	2e-4	aa	0.003085
ZNF573	0.044966	enet	0.009	aa	0.023439
SPINT2	0.321515	top1	0.22	aa	0.133732
CATSPERG	0.044305	lasso	-0.0016	aa	0.003845
CAPN12	0.177912	lasso	0.086	aa	0.031252
ECH1	0.201115	top1	0.11	aa	0.054446
GMFG	0.217519	lasso	0.16	aa	0.051897
RPS16	0.278097	enet	0.25	aa	0.06277
TIMM50	0.106221	top1	0.066	aa	0.018661
LGALS17A	0.191088	susie	0.11	aa	0.102202
LGALS14	0.08124	susie	0.068	aa	0.043556
CLC	0.116216	enet	0.082	aa	0.067892
MAP3K10	0.017791	enet	0.0025	aa	0.005769
C19orf47	0.169341	top1	0.18	aa	0.03687
PLD3	0.105772	susie	0.083	aa	0.022146
SHKBP1	0.018527	lasso	0.005	aa	0.001755
LTBP4	0.068726	lasso	0.029	aa	0.007521
C19orf54	0.562119	enet	0.45	aa	0.203233
SNRPA	0.283067	enet	0.099	aa	0.032634
CCDC97	0.083809	susie	0.019	aa	0.015982
EXOSC5	0.058562	susie	0.0076	aa	0.02946
ATP5SL	0.613355	top1	0.54	aa	0.305783
RABAC1	0.116974	blup	0.051	aa	0.023532
PAFAH1B3	0.018305	enet	-0.0019	aa	0.003373
ETHE1	0.042727	enet	0.018	aa	0.01288
XRCC1	0.413092	susie	0.23	aa	0.126633
ZNF221	0.046893	top1	0.028	aa	0.019022
ZNF155	0.281901	enet	0.17	aa	0.13236
ZNF230	0.161857	top1	0.1	aa	0.071894
ZNF226	0.153777	blup	0.023	aa	0.033866
ZNF235	0.079444	lasso	0.028	aa	0.024499
ZNF233	0.086244	blup	0.034	aa	0.066394
MARK4	0.079177	lasso	0.03	aa	0.018224
ERCC2	0.247443	top1	0.12	aa	0.048901
ERCC1	0.124268	enet	0.062	aa	0.045508
PPM1N	0.187906	susie	0.086	aa	0.049141
OPA3	0.039367	top1	0.012	aa	0.014734
GIPR	0.126311	lasso	0.1	aa	0.051813
QPCTL	0.082479	blup	9.1e-4	aa	0.025317
DMPK	0.105598	blup	0.013	aa	0.015595
SYMPK	0.26743	susie	0.18	aa	0.043997
PNMAL1	0.330832	lasso	0.28	aa	0.181602
CALM3	0.013566	lasso	0.032	aa	0.004082
PTGIR	0.089795	top1	0.077	aa	0.023652
PRKD2	0.173324	lasso	0.078	aa	0.02392
STRN4	0.122131	lasso	0.025	aa	0.022176
CCDC9	0.295994	top1	0.23	aa	0.065822
KPTN	0.058167	lasso	-0.0017	aa	0.01615
GLTSCR2	0.070269	lasso	0.045	aa	0.013823
PLA2G4C	0.523441	enet	0.41	aa	0.251573
LIG1	0.119262	top1	0.042	aa	0.01629
CARD8	0.445655	susie	0.37	aa	0.142693
ZNF114	0.094974	susie	0.027	aa	0.040957
EMP3	0.041334	top1	0.038	aa	0.011576
TMEM143	0.096801	top1	0.072	aa	0.035426
GRWD1	0.095344	top1	0.054	aa	0.009182
HSD17B14	0.203488	enet	0.18	aa	0.069842
PPP1R15A	0.082672	enet	0.035	aa	0.019624
TULP2	0.023894	enet	-8.1e-4	aa	0.007135
RUVBL2	0.100352	lasso	0.1	aa	0.007995
SLC6A16	0.299356	enet	0.2	aa	0.130971
CD37	0.187683	top1	0.12	aa	0.037068
ALDH16A1	0.229359	susie	0.13	aa	0.053447
CPT1C	0.1022	top1	0.1	aa	0.021316
PNKP	0.10553	top1	0.053	aa	0.023517
AKT1S1	0.101088	top1	0.044	aa	0.030636
ATF5	0.32881	susie	0.22	aa	0.208353
VRK3	0.110424	susie	0.097	aa	0.025779
KCNC3	0.159303	susie	0.081	aa	0.049618
MYBPC2	0.140356	top1	0.087	aa	0.073897
C19orf48	0.38808	lasso	0.24	aa	0.109
KLK1	0.194401	enet	0.072	aa	0.088054
ZNF175	0.220756	enet	0.14	aa	0.088135
SIGLEC5	0.239473	enet	0.12	aa	0.208279
ZNF649	0.150847	lasso	0.025	aa	0.065196
ZNF613	0.093352	susie	0.04	aa	0.042866
ZNF615	0.19466	lasso	0.06	aa	0.062109
ZNF614	0.246661	susie	0.13	aa	0.061289
PPP2R1A	0.193798	enet	0.067	aa	0.0193
ZNF480	0.3148	lasso	0.16	aa	0.074506
ZNF880	0.224209	enet	0.16	aa	0.133552
ZNF701	0.019199	top1	0.0061	aa	0.012579
ZNF137P	0.178432	top1	0.053	aa	0.081777
ZNF83	0.57105	enet	0.41	aa	0.267613
ZNF611	0.23564	enet	0.091	aa	0.086568
ZNF600	0.208336	susie	0.15	aa	0.075365
ZNF347	0.17999	susie	0.092	aa	0.078805
ZNF665	0.13487	blup	0.018	aa	0.080358
ZNF765	0.183937	susie	0.11	aa	0.09377
NDUFA3	0.25323	lasso	0.1	aa	0.080764
TFPT	0.134905	susie	0.059	aa	0.045452
MBOAT7	0.09492	enet	0.038	aa	0.019078
TSEN34	0.080858	lasso	0.0031	aa	0.016477
LILRA4	0.005157	susie	0.0044	aa	0.00222
LILRB1	0.302918	lasso	0.16	aa	0.114176
NLRP2	0.185076	blup	0.036	aa	0.180901
RDH13	0.052366	lasso	0.0041	aa	0.014167
PPP1R12C	0.148302	enet	0.09	aa	0.027503
PPP6R1	0.008611	susie	0.0054	aa	7.73e-4
RPL28	0.210714	susie	0.11	aa	0.075825
ISOC2	0.214754	susie	0.093	aa	0.05354
NLRP4	0.090703	lasso	0.026	aa	0.045884
ZFP28	0.080155	enet	0.051	aa	0.045634
ZNF470	0.18901	susie	0.17	aa	0.102333
ZNF264	0.081629	enet	0.024	aa	0.040806
ZNF304	0.097012	enet	0.032	aa	0.043491
ZNF773	0.343832	enet	0.28	aa	0.242577
ZNF550	0.490354	top1	0.38	aa	0.291008
ZNF134	0.431156	enet	0.36	aa	0.113514
ZNF211	0.256671	susie	0.27	aa	0.099944
ZNF154	0.358558	susie	0.13	aa	0.318353
ZNF586	0.366609	lasso	0.32	aa	0.191264
ZNF606	0.118505	susie	0.069	aa	0.041168
ZSCAN18	0.075296	blup	0.0084	aa	0.0128
ZNF329	0.045712	enet	0.0087	aa	0.024977
ZNF544	0.022169	lasso	0.011	aa	0.008816
ERVK3-1	0.43878	enet	0.34	aa	0.320022
ZNF584	0.110353	enet	0.084	aa	0.051818
ZNF132	0.362972	susie	0.33	aa	0.23361
SLC27A5	0.237266	top1	0.24	aa	0.064704
UBE2M	0.126132	susie	0.085	aa	0.029074
C20orf96	0.203864	enet	0.098	aa	0.139081
TRIB3	0.123703	enet	0.013	aa	0.033193
FAM110A	0.04139	lasso	0.028	aa	0.016756
PSMF1	0.223334	susie	0.2	aa	0.038047
FKBP1A	0.034395	lasso	0.0032	aa	0.007446
NSFL1C	0.138296	lasso	0.079	aa	0.044754
NOP56	0.135633	top1	0.058	aa	0.015288
PTPRA	0.041198	susie	0.0035	aa	0.008363
DDRGK1	0.117057	enet	0.038	aa	0.051632
ITPA	0.416126	lasso	0.34	aa	0.148265
PANK2	0.08961	susie	0.041	aa	0.034839
RASSF2	0.240865	enet	0.14	aa	0.153172
C20orf196	0.156962	enet	0.075	aa	0.074403
TRMT6	0.292731	susie	0.22	aa	0.07195
MCM8	0.425512	susie	0.4	aa	0.059736
CRLS1	0.222445	lasso	0.11	aa	0.034441
TMX4	0.177661	susie	0.16	aa	0.0646
MKKS	0.339581	susie	0.21	aa	0.182183
ESF1	0.266755	enet	0.17	aa	0.024696
KIF16B	0.420672	susie	0.38	aa	0.263022
SNRPB2	0.033702	top1	0.058	aa	0.00337
RRBP1	0.071929	blup	0.012	aa	0.013073
BANF2	0.046406	susie	-6.7e-4	aa	0.019937
SNX5	0.199856	enet	0.087	aa	0.024565
CSRP2BP	0.20674	susie	0.11	aa	0.04223
POLR3F	0.059282	blup	0.012	aa	0.014943
RBBP9	0.20694	enet	0.14	aa	0.071617
DTD1	0.309788	susie	0.19	aa	0.11212
PLK1S1	0.192853	enet	0.16	aa	0.071496
GZF1	0.069056	lasso	0.014	aa	0.021039
NAPB	0.228297	susie	0.18	aa	0.044638
CST3	0.245717	susie	0.13	aa	0.127233
CST7	0.010521	top1	0.0028	aa	0.006135
ACSS1	0.341991	lasso	0.17	aa	0.100382
ENTPD6	0.117938	susie	0.11	aa	0.042859
PYGB	0.425287	blup	0.15	aa	0.118347
ABHD12	0.18677	blup	0.14	aa	0.052678
GINS1	0.126926	blup	0.09	aa	0.016091
ZNF337	0.433809	enet	0.36	aa	0.150676
TPX2	0.021389	top1	0.0029	aa	0.001359
POFUT1	0.227416	susie	0.16	aa	0.060198
KIF3B	0.081622	blup	0.032	aa	0.020881
CDK5RAP1	0.158141	susie	0.049	aa	0.025163
CBFA2T2	0.167138	susie	0.11	aa	0.050789
NECAB3	0.133998	susie	0.092	aa	0.022105
PXMP4	0.001915	top1	0.024	aa	0.001118
PIGU	0.065347	top1	0.041	aa	0.013672
NCOA6	0.058696	top1	0.056	aa	0.009682
TP53INP2	0.025	top1	0.019	aa	0.007003
ACSS2	0.11366	top1	0.039	aa	0.062327
GSS	0.087776	top1	0.049	aa	0.031007
EDEM2	0.171813	top1	0.12	aa	0.038891
EIF6	0.181616	enet	0.1	aa	0.045731
CEP250	0.452567	lasso	0.33	aa	0.131353
ERGIC3	0.034645	lasso	0.0071	aa	0.008873
CPNE1	0.597118	lasso	0.64	aa	0.204393
NFS1	0.236709	lasso	0.12	aa	0.063546
RBM39	0.17557	susie	0.23	aa	0.012228
PHF20	0.124936	blup	0.043	aa	0.031933
MYL9	0.076189	blup	0.047	aa	0.051542
C20orf24	0.167811	enet	0.19	aa	0.091313
SLA2	0.105906	blup	0.018	aa	0.04304
NDRG3	0.292375	susie	0.1	aa	0.170706
DSN1	0.180832	susie	0.13	aa	0.040251
SAMHD1	0.134071	enet	0.054	aa	0.016753
RPN2	0.066478	blup	0.0066	aa	0.008972
MANBAL	0.14894	enet	0.066	aa	0.058745
SNHG11	0.137293	susie	0.088	aa	0.041142
ACTR5	0.237538	susie	0.2	aa	0.096684
PPP1R16B	0.075456	blup	0.0098	aa	0.015215
DHX35	0.335148	susie	0.21	aa	0.085514
TOP1	0.075801	blup	0.027	aa	0.011263
PLCG1	0.04614	top1	0.0054	aa	0.01813
CHD6	0.199881	enet	0.19	aa	0.04817
IFT52	0.071665	enet	0.077	aa	0.016138
MYBL2	0.518172	top1	0.59	aa	0.083857
TOX2	0.132056	blup	0.017	aa	0.084129
YWHAB	0.114211	top1	0.13	aa	0.024263
TOMM34	0.149615	susie	0.067	aa	0.05944
SDC4	0.11333	lasso	0.061	aa	0.052647
ACOT8	0.210525	enet	0.083	aa	0.074215
PLTP	0.34112	lasso	0.25	aa	0.136902
ELMO2	0.141776	lasso	0.057	aa	0.033638
ZNF334	0.256481	lasso	0.18	aa	0.174835
SULF2	0.041109	enet	0.013	aa	0.02265
ARFGEF2	0.114649	susie	0.056	aa	0.032162
STAU1	0.118012	enet	0.075	aa	0.026248
ZNFX1	0.056557	enet	0.011	aa	0.011063
DDX27	0.142529	enet	0.086	aa	0.018925
SLC9A8	0.19232	enet	0.071	aa	0.037571
RNF114	0.08731	enet	0.042	aa	0.015341
PARD6B	0.079884	lasso	0.059	aa	0.045252
BCAS4	0.043895000000000003	enet	0.0055	aa	0.014945
MOCS3	0.04618	top1	0.0063	aa	0.017777
NFATC2	0.148409	enet	0.022	aa	0.092564
ZFP64	0.100738	enet	0.018	aa	0.032012
BCAS1	0.156222	susie	0.15	aa	0.057466
PFDN4	0.021038	lasso	0.0051	aa	0.006987
CSTF1	0.314861	lasso	0.25	aa	0.076197
RAE1	0.119822	susie	0.042	aa	0.030831
RBM38	0.179191	lasso	0.017	aa	0.060426
VAPB	0.193414	susie	0.14	aa	0.064672
CTSZ	0.133583	blup	0.023	aa	0.022621
SLMO2	0.107514	enet	0.031	aa	0.018858
PSMA7	0.203182	enet	0.14	aa	0.039347
ADRM1	0.118425	top1	0.0091	aa	0.01473
LAMA5	0.023696	top1	0.013	aa	8.85e-4
COL9A3	0.104056	susie	0.13	aa	0.007239
TCFL5	0.182863	top1	0.083	aa	0.045857
SLC17A9	0.134111	enet	0.072	aa	0.024137
KCNQ2	0.224956	lasso	0.13	aa	0.069975
PPDPF	0.098438	blup	0.034	aa	0.026489
UCKL1	0.087569	susie	0.019	aa	0.021057
ZNF512B	0.126973	enet	0.065	aa	0.032797
PRPF6	0.243568	enet	0.25	aa	0.149287
PCMTD2	0.118397	lasso	0.12	aa	0.042644
RBM11	0.076149	enet	0.021	aa	0.0466
HSPA13	0.020544	blup	0.0055	aa	0.002886
MRPL39	0.083805	top1	0.078	aa	0.013773
JAM2	0.137634	lasso	0.039	aa	0.087536
N6AMT1	0.082108	top1	0.033	aa	0.030833
RWDD2B	0.352668	susie	0.16	aa	0.133785
CCT8	0.730725	lasso	0.67	aa	0.140827
TIAM1	0.213968	top1	0.12	aa	0.114201
C21orf119	0.062992	lasso	1.7e-4	aa	0.04702
IFNAR2	0.208039	susie	0.066	aa	0.083895
IFNAR1	0.315297	blup	0.11	aa	0.067682
IFNGR2	0.042954	lasso	0.02	aa	0.012852
TMEM50B	0.108168	susie	0.068	aa	0.039875
GART	0.357747	susie	0.2	aa	0.046735
CLIC6	0.110497	top1	0.015	aa	0.050797
RUNX1	0.051861	lasso	0.0023	aa	0.014714
SETD4	0.126747	susie	0.091	aa	0.041712
CBR1	0.416106	susie	0.34	aa	0.326329
DOPEY2	0.233865	enet	0.11	aa	0.103488
HLCS	0.46476	susie	0.32	aa	0.27967
PIGP	0.39745	susie	0.46	aa	0.181055
ETS2	0.128499	enet	0.12	aa	0.047002
PSMG1	0.286195	susie	0.44	aa	0.039921
WRB	0.491641	lasso	0.36	aa	0.283458
MX2	0.171508	enet	0.072	aa	0.047483
MX1	0.096094	top1	0.099	aa	0.037997
C2CD2	0.187608	lasso	0.019	aa	0.089477
C21orf128	0.143722	enet	0.13	aa	0.069399
RSPH1	0.141016	enet	0.02	aa	0.046668
SLC37A1	0.271968	enet	0.094	aa	0.094842
PDE9A	0.249352	enet	0.12	aa	0.113175
WDR4	0.120212	enet	0.082	aa	0.015511
NDUFV3	0.149708	susie	0.089	aa	0.053854
PKNOX1	0.094602	top1	0.044	aa	0.022451
HSF2BP	0.075604	top1	0.1	aa	0.033119
RRP1B	0.12164	top1	0.1	aa	0.01379
PDXK	0.158015	blup	0.044	aa	0.048958
CSTB	0.451935	susie	0.36	aa	0.267151
RRP1	0.242333	susie	0.18	aa	0.035064
TRAPPC10	0.177453	susie	0.14	aa	0.031049
PWP2	0.309628	lasso	0.29	aa	0.201598
C21orf33	0.168912	blup	0.093	aa	0.140908
ICOSLG	0.038848	top1	0.0025	aa	0.040361
PFKL	0.209795	susie	0.2	aa	0.039607
TRPM2	0.165736	top1	0.1	aa	0.087519
UBE2G2	0.055182	top1	0.049	aa	0.006124
SUMO3	0.215527	lasso	0.12	aa	0.0864
